,movie,score,sentence
796,늦여름,6,시작할때 남자 손님 한명 계시고 아직 예약은 없다 해 놓고 여자손님 픽업한다? 마지막 숙박 몇일 더 한다하니 촬영팀 단체예약해서 안된다.. 손님 항에 모셔드리고 전화로 7명 예약 다시 받는다.  전반적으로 편하게 볼 영화지만 모순있는 부분이 작품 완성도가 떨어지네요
798,경관의 피,8,추리소설을 보는듯 진실을 찾아가는 과정이 흥미진진하다
799,아저씨,10,액션연기  대박입니다 대사두몇개없는데   원빈 넘멋쪄요  쵝오 영화임이  틀림없어요
800,조선명탐정: 각시투구꽃의 비밀,10,이렇게 멋진 내용인줄 몰랐네요 가슴뭉클하고 감동적입니다
801,씽2게더,10,노래들이 다 좋고 멋진 배경의 아름다운 애니메이션
802,경관의 피,9,재미있읍니다짜임새가 좋아요 믿고 보실만합니다 근래 들어 제일 나아요
803,경관의 피,9,재미있읍니다짜임새가 좋아요 믿고 보실만합니다 근래 들어 제일 나아요
804,그린 나이트,1,무슨 재미로 보는 영화일까?
805,블라인드 멜로디,10,방심할 틈을 안주넼ㅋㅋㅋ
806,우주형제#0,7,억지...계속된 형 이야기... 일본 특유의 스토리.원작을 봐야 알 수 있겠다.
807,베놈 2: 렛 데어 비 카니지,2,편집이 부자연스럽고 음악도 별로...
808,기적,10,아쉽다 이런영화가 히트를 못친게
809,킹스맨: 퍼스트 에이전트,8,믿고 보는 킹스맨이었는데 1편보다는 다소 아쉬웠습니다 그래도 지루한 느낌은 없었어요!!
810,산이 울다,10,너무 감동적이고 슬프고 아름답네요. 문닫는 게 이렇게 로맨틱하다니
812,울고 싶은 나는 고양이 가면을 쓴다,8,탄지로 성우님이구나 어쩐지
813,킹스맨: 퍼스트 에이전트,10,딱 킹스맨 1과 2사이 정도였습니다!! 기대안한거 치곤 너무 재밌었어요 ㅠㅠㅠ 쿠키영상 충격머금 ㅠ
814,와일드 마운틴 타임,10,나는 내가 꿀벌같아 나는 백조야
815,킹스맨: 퍼스트 에이전트,10,너무재미있게봤어요 최고
817,스파이더맨: 노 웨이 홈,10,진짜.. 영화 보면서 펑펑 운 적은 처음. 톰 홀랜드와 젠데이아의 연기력을 다시 볼 수 있어서 좋았고 무엇보다 삼스파이더맨이 나올 때 소리 지를 뻔!!!! 진짜 너무너무너무 만족스러웠던 영화. (마스크가 다 젖을 정도로 움..) 다음 시즌이 너무 기대된다!
818,스타워즈 에피소드 4 - 새로운 희망,10,명불허전 스페이스 오페라의 서막
819,언페이스풀,9,단순한 스토리의 불륜극... 다이안 레인의 연기에 찬사를 보낸다.
820,스파이더맨: 노 웨이 홈,10,말이필요없음....
821,나 홀로 즐거운 집에,2,이런 쓰레기 같은 영화는 첨이다. 혹시나 생각 없이 가볍게 보려고 하시는 분 계시면 그냥 2시간 동안 벽보고 이?느? 게 얻는 것 이 더 많을 듯
822,박스트롤,8,어른들을 위한 스톱모션 동화. 많은 생각을 하게 만는다.
823,닥터 스트레인지,10,CG 진짜 개미쳤음.. 보면서 와..우와…진짜 후회 안합니다 추천!!!
824,스파이더맨: 노 웨이 홈,10,진짜 최고 안보면 후회할뻔했음셋피터 전부 다 행복했으면 ㅠㅠ..너무짠해
825,샹치와 텐 링즈의 전설,1,이런 썅!!! 이걸 영화라고
826,1917,10,연출이 좋음 롱테이크로 되게 잘찍어냄
827,씽2게더,8,감동은 전편보다 덜하지만 흥겨움은 배가 되어 돌아온 이번 작품도 재밌었습니다. 그들이 보여줄 또 다른 무대도 궁금해지네요
828,기적,10,이걸 내가 왜 개봉할때 못봤을까..왜 이제봤을까ㅠㅠ여러분 이거 꼭 보세요 방금 넷플릭스 보고왔는데 제 인생영화ㅠㅠ지금 당장!!!! 이거보세요
829,기적,10,배우님들 연기 최고
831,세자매,10,흥미진진한 기승전결 소름돋는 연기. 마지막에 점점 고조되어 피날레까지 이르는 과정에 몰입되었다. 해피엔딩
832,승리호,2,아ㅡ아직 보진 않았어요..
833,스파이더맨: 노 웨이 홈,2,오로지 마블팬 스파이더맨팬들을 위한영화지들 xx때문에 온도시를 개판으로만들고위험에빠트리고 가족도 떠나보내고결국 모든사람들에게 xx지고예를들면 뉴스에나오는 전과범 갱생시키려고 가족이 떠났는데 자기위안하며 난큰일을했다고 만족하는 그런내용스트레스풀러갔다가 스트레스만 받고옴
834,스파이더맨: 노 웨이 홈,10,스파이더맨 시리즈가 수년에 걸쳐 쌓아올린 금자탑의 완성.
835,반지의 제왕: 두 개의 탑,9,마지막 협곡 전투는 잊을수 없을정도로 긴장감과 영상미가 쩐다 1편 보다 스케일 더 커져서 볼만하다 이영화를 그저 영화관에서 보지 못한다는것이 안타깝다
837,스파이더맨: 노 웨이 홈,2,스토리 개연성 개나소나 줘버리고 지들끼리 추억팔이 개오짐 ㅎ 그래놓고 이걸 엔드게임이랑 견줄만하다고 이러는게 너무 어이가 없다ㅋㅋㅋㅋ 그냥 다음 영화 빌드업을 위한 영화일뿐임ㅋㅋ
838,슬로우 비디오,2,아니~ 이렇게 개연성없고 지루하긴 또 처음이네.무슨 80년대 루즈한 영화보는줄. 끝까지 돈주고 본게 아깝다. 두 배우 아깝다
839,퍼스트 어벤져,10,따봉!
840,다만 악에서 구하소서,10,재밌음 영화관에서 봤었던거몰입감이대박이였습니다배우들연기만보고봐도됨딱 킬링타임용 영화
841,히트맨,10,재밋음ㅋㅋ 이런 한국영화 좋아오
842,칠드런 액트,10,애덤..잘생김생각이 많아지는영화재밌게봤어요넷플릭스있으신분들 보시는거 추천
843,누드의 밤,10,"전편과 다른 느낌이지만, 기본은 충실"
844,기적,10,이런 평점 잘 안쓰는데 영화를 보고나서 기적이란 영화를 제작하시고 연출하시고 연기하시는 모든 분들께 정말 좋은 영화 제작해주셔서 감사하다고 말하고싶어 글 남깁니다. 영화를 보고나니 제 마음이 따뜻하네요. 감사합니다.
845,씽2게더,10,싱어롱 상영이 됐다면 뒤집어졌을 영화…
846,킹스맨: 퍼스트 에이전트,10,좀더 진지해진 모습이 개인적으로 1~2편 때보다 좋았습니다.
847,스파이더맨: 노 웨이 홈,10,그 전 스파이더맨 안 봤는데도 대존잼
848,씽2게더,10,너무재밌게봤어요! 뮤지컬보는느낌
849,내안의 그놈,10,간만에 마음 따듯해지는 영화 봤네요
850,스파이더맨: 노 웨이 홈,10,스파이더 세계관의 완성.샘스파와 어스파를 보던 시절 생각이 난다.
851,스파이더맨: 노 웨이 홈,2,두번다신 스파이더맨 안보고싶어짐ㅡㅡ
852,몬스터 주식회사 3D,10,굳 너무 잘만든 영화네요
853,스파이더맨: 노 웨이 홈,10,생각보다 엄청 슬프진 않았는데영화는 너무 재밌었두 스파이더맨3명이모여서합심할때 겁나 뭉쿨..마블은 믿고봅니다재밌어요
854,기적,6,어떤기적이 있었던건지.. 역을 만들어가는 고난과 역경 그런것이 중점이 아닌것 같기도하고 윤아씨와 로맨틱 이야기도 중간에 끊기는 느낌이고...어수선한 전개로 지루함이 느껴진다.. 윤아씨는 너무 이쁘네요 손예진에 버금가는 멜로영화 더나이먹기전에 하나 찍었음 좋겠는데ㅜㅜ
855,경관의 피,10,"배우분들 연기 덕분에 몰입이 진짜 잘 됐어요범죄, 수사물을 좋아해서 진짜 너무 재밌게 봤어요나중에 한 번 또 보고싶은 그런 영화"
856,스파이더맨: 노 웨이 홈,10,첨남겨여 진짜 강추 예전시리즈 다보고 보세여
857,덩케르크,8,영국 국뽕영화 ㅎㅎ;;
858,노웨어 스페셜,6,아이를 위한 싱글 대디의 고군분투를 건조하지만 따뜻하게 그려냄
859,마차 타고 고래고래,10,너무너무너무너무 좋은영화였음…특히 ost는 다 좋음…
860,킹스맨: 퍼스트 에이전트,8,"1,2편과 분위기가 다르지만 이것도 볼만함 가볍게 보는 영환 아님 좀 집중해야됨 역사 잘 모르면"
861,킹스맨: 퍼스트 에이전트,10,최고ㅜ 너무 재밌다 ㅜㅜ 미쳤다 인생영화
862,스파이더맨: 노 웨이 홈,10,"톰이랑 젠 실제커플연기 몰입력 상당했고 스파이더맨1,2기 나올때 오마이갓 입틀막하고 봤음 속으로대박대박대박을 외치며!이런 3명의만남이 한스크린안에서 성사가되다니~"
863,경관의 피,10,박희순배우  대사가 잘 안들림두시간  금방감몰입감  굉장히  좋음
864,킹스맨: 퍼스트 에이전트,10,진짜 개꿀잼입니다 왜 박스오피스 4위인지 이해가 안 되는 부분 재미 없다고 하는 것도 이해가 안 됩니다 진짜 보고 나서도 가슴이 뜁니다
865,스파이더맨: 노 웨이 홈,9,재밌다
866,킹스맨: 퍼스트 에이전트,10,역시 킹스맨이네요!!! 재미와 감동!! 시간이 어떻게 가는지 모르고 봤어요 액션연기와 연출도 넘 멋있어요
867,씽2게더,8,좋은 노래가 많이 나와서 신나게 잘봤습니다
868,스파이더맨: 노 웨이 홈,10,"피터~1,피터~2,피터~3!!!!"
869,돈 룩 업,10,영화의 존재 가치를 제대로 보여줍니다
870,트랜스포머,10,삼파이더맨 보고나니까 이상하게 트렌스포머가 땡기더라고요 1편2편 한주 건너 가족들과 봤는데 십몇년이 지난 지금도 전혀 어설프지 않고 여전히 재밌네요 5편은 진짜 불호지만 일단 가족들과 주말마다 한편씩 정주행 할생각입니다 6편도 언제가 될지 모르지만 나와주길
871,경관의 피,8,초반부보다 후반부가 조금 쳐지고 대사가 잘안들리긴했지만 재밌게 봤습니다
872,씽2게더,10,전편보다 스토리 영상 감동 재미 모두많이많이 칭찬합니다^^
873,스파이더맨: 노 웨이 홈,10,너무 재밌다 진짜 너무 감동적이고 웃긴 장면도 많고 진짜 최고의 영화임
874,아멜리에,10,보는 내가 녹아내릴것만 같은 사랑스러운 키스씬
875,경관의 피,10,뒤로갈수록 전개가 좋고 내용이 탄탄해짐
876,경관의 피,10,평점보고 볼까말까 망설여졌지만.보고나니 생각보다 스토리도 재미있고 배우들 연기도 좋고 여러모로 좋았던 영화.조진웅 연기도좋고.다소 무거운 역할에 어울릴까 생각했던 최우식 연기도 굿.오랜만에 재밌는영화 잘봤습니다^^
877,토르: 라그나로크,10,"우리 로키가 달라졌어요,,,!!김록희랑 톨으 케미 보세요 지구가 반으로 접혔잖아유..!"
878,1987,10,영화관에서 못본게 후회된다ㅠㅠ 강추합니다 제발 꼭 보시길
879,돈 룩 업,10,너무 현실적이라서 소름이 끼친다..
881,베일리 어게인,10,하 오늘 처음보고 내인생영화가 되버린 ..8번을 울고웃고 반복하다보니 2시간도 안되서 눈이 팅팅 불어버렸다..반려견을 키우고있는 사람이라면 꼭 봤으면 좋겠는영화 ㅠㅠ매 장면마다 너무오열하듯 울어서 머리가 띵하지만 오랜만에 영화다운 영화를 본거같아서 기분이좋네요~매마른눈물샘을 퐝 터트려줄 인생영화입니다 꼭보세요!!!
883,경관의 피,1,..댓글 알바 쓰나.. 근 몇년간 본 영화 중 최대 오글토글…아아악!!!! 진웅님을 이렇게 쓰다니
884,사냥의 시간,8,간만에 본 잼난 액션. 감독이 깊이도 있게 만들었음
885,킹스맨: 퍼스트 에이전트,10,너무너무 재밌었습니다!!!
886,경관의 피,6,영화보면서 젤 많이든 생각1. 뭐라는거야…2. 조진웅 수트빨..
887,경관의 피,10,조진웅 박희순 배우 멋있어요
888,씽2게더,10,역시 기대를 저버리지 않았어요!!고민하지 마시고 꼭 보러가세요 진짜
889,스카페이스,7,한 이민자의 날것 그대로인 폭력묘사와 인생 여정을 보여주는 영화. 아쉬운게 있다면 내용이 갑작스러운 면이 있어 시리즈로 만들었으면 하는 점.
890,스파이더맨,10,스파이더맨 시리즈 다시보는중인데 와 다시봐도 재밌네 멋있다
891,시스터 액트,10,아 ~~~OO이 지나도 찐감동
892,우리들,10,보면서 울었어요ㅠㅠ 열린결말이 신의 한 수네요
893,조작된 도시,10,문재인과 그 페미니스트 작당들이 밀고 있는 유죄추정의 원칙을 신나게 깨부수는 시원한 영화였다.
894,씽2게더,10,솔직히 1보다 2가 더 좋다
895,경관의 피,2,영화곤에서 보면 자막 틀고보세요^^ 마지막 깜빵 나올때가 중간인줄 알았네여
896,여름날 우리,8,허광한님 땜에 봤네요~
897,게이트,10,평점 너무낮은데 생각보다 너무재밌는데 볼만해요
898,스파이더맨: 노 웨이 홈,10,멀티버스 세계관을 보여주는 스파이더맨으로 그 동안의 스파이더맨에대한 경의를 표하며 종합선물 세트같은 느낌의 영화다. 스파이더맨 캐릭터가 뭔가 분주하고 정신없었고 철없던 모습이였는데 성숙해지고 자신의 행동에 책임을 질줄아는 사람으로 변화되는 모습에 관객들은 슬퍼했을것 같다.  분열이 아닌 사회통합과 기계에 의존하지 않고 자신의 힘으로 직접 행동하는 스파이더맨으로 거듭나려하는 첬 시작과 같은 영화다. 앞으로 남은 2편의 영화와 베놈과의 관계는 어떻게 될지 궁금해진다. 이터널스의 이상한 세계관에대한 아쉬움을 스파이더맨으로 날려버린 것 같다.
899,스파이더맨: 노 웨이 홈,2,최악의 스파이더맨. 최악의 마블
900,씽2게더,10,제목을 왜 싱2게더(?)로 했는지 의문. 1을 재미있게 본 사람으로서. 진짜 콘서트에 간 느낌
901,해피 뉴 이어,1,너무너무 촌스러워 2021년에 나온 영화가 맞나 의심될정도로 정말 최악으로 촌스러움 배우들이 아깝다...
902,언프레임드,10,개인적으로는 손석구의 '재방송'이 참 좋았고다른 작품들도 주제의식이 빛났고 연출이 신선해서 좋았습니다.
903,테레즈 라캥,7,간략하고 은밀하고 도도하다.
904,반쪽의 이야기,10,우연히 보게 된 참 잔잔하고 문학적인 질문을 많이 던지는 영화. 좋았다.남자들은 뭐에 그렇게 화가 난거야?ㅋㅋ 평점 수준
905,경관의 피,10,엥 잘들리는데 ？
906,프리 가이,7,유쾌하게 봤어요..
907,씽2게더,10,오늘 1월8일 토요일 코엑스 메가박스 5시 더빙편 보려고 갔는데 K조니 진영님이 무대인사 나오셔서 깜짝 놀랐습니다^^그 덕에 조니라는 캐릭터에 귀기우리면서 보았더라지요  1편은 티비로 시청하구 2편은 직접 보러왔는데 너무 재밌고 초등학교 6학년 예비 중인 딸은 아는 노래도 많이 나와서 좋았다고 재밌다고 하더군요 예비초인 둘째는 춤 추면서 보았습니다.이 감상평 생에 첨 남겨 보는데 재밌어서 남김니다. 추천합니다♡
908,셰이프 오브 워터: 사랑의 모양,1,너무 더럽고 구역질 나는 수간물..
909,샹치와 텐 링즈의 전설,7,히어로 느낌이 안나여..다음편에 기대해봅니다
910,날씨의 아이,3,실총 나온 게 뜬금 없기도 하고.. 끝부분엔 갑자기 노래나 틀고.. 감독은 대체 뭘하고 싶었던 걸까?? 내 눈엔 거장 흉내내는 애니메이션으로 밖에 안 비쳐졌음. 대체 누가 희생을 강요했냐고 ㅋㅋ
912,씽2게더,10,너무너무 좋았어요 4살 7살 아이랑 같이봤는데 애들도 집중해서 볼 정도로 재밌었어요
913,경관의 피,9,조진웅씨 너무 멋있어용...
914,몬스터 헌터,1,레알 3류영화ㅋㅋㅋ 이게무슨
915,경관의 피,10,긴장감 있게 연출됨. 배우들 연기합이 좋음.최우식의 재발견
916,경관의 피,4,박휘순 배우 목소리 안들림 결말 노잼
917,경관의 피,10,기대이상 끝까지 상당히 흥미진진함. 캐릭터들 매력 있음.
918,바스켓볼 다이어리,10,래오나르도 디카프리오가 흔한 하이틴 스타들과 다른 이유를 보여주는 영화저 나이에 미국 마약 청소년의 모습을 나터내는 연기는 놀랍다.
919,씽2게더,10,가볍고 재밌고 노래좋고 너무 잘봤어요
920,매트릭스: 리저렉션,2,왜 갈수록 실망만 안겨주는 시리즈가 되었는지
921,스파이더맨: 노 웨이 홈,10,"10대,20대,30대에서 만난 스파이더맨을 한자리에보며 당시 빌런들과 대사들,감동포인트를 너무 잘살려서 감동이네요"
922,타짜: 원 아이드 잭,4,감독님이.누군지 보고 무게감이 없을거란 건 알았지만 타짜1의 무게감은 없고 진짜 불가능인 체지방률 0%에 가까운 느낌이네요
923,범털,10,재밌습니다 연기는 어설프지만그래도 좋습니다 굿
924,거미숲,8,볼안한영화인데  좀 어려운영화
925,경관의 피,2,대사가 잘 안들려요 제가 간곳이 문제인줄 알았는데 다른분들도 잘 안들린다고 해서 놀랐어요 한두곳이 안들리는게 아니라서 흐름이 이해 안될정도;;
926,씽2게더,8,귀호강 했어요. 딸아이도 재미있었대요.
927,이터널스,8,나만 죽을수 없다. 엄청 잼있다
928,킹스맨: 퍼스트 에이전트,10,2편보다는 스토리가 탄탄해서 잼있게봤습니다 후속편 빨리 나왔으면 좋겠네요
929,경관의 피,6,집중도가 떨어지는 스토리 때문인지 몰입이 안되는 영화를 간만에 관람했는데 영 아니올시다였어요
930,샹치와 텐 링즈의 전설,5,"마블원작이지만 영화만으로 평가하면 마블이름 빌린 그냥 00년대 감성의 중국 영화 그 이상도 이하도 아님 그럼에도 지금 나오는 무림이란 배경 그리고 캐릭 설정에 맞추지도 못하고 그냥 생쑈 개오바만 하는 순수 중국영화보단 당연히 훨씬 나음, 마블 감성 느낀다고 이 영화 찾는다면 절대 보지 말고 돌아가라 애송이 그냥 B급 킬링타임용 영화임"
931,토베 얀손,7,난 인생이란 멋진 모험이라고 믿어요
932,씽2게더,10,영화관에서 꼭 봐야할 영화~ 댄스와 노래 감동과 용기를 주는 영화였어요 코로나19로 스케일 큰 공연을 감상하기 힘든데 대리만족 할 수 있었고 눈과 귀가 즐거운 최고의 영화였어요♡
933,경관의 피,6,박희순인가 휘순인가 그분 정말 대사소리 뭐라하는지 하나도 안들림 걍 내용은 그냥 그럼
934,드라이브 마이 카,5,"하아아아.. 호흡이 너무 길다. 뭐 그게 이 감독의 매력일 수도 있겠지만, 장면이나 상황이 아닌 일일이 말로 대사로 설명하는 건 영화라는 매체로서는 매력 없다고 생각한다. 그런 건 책에서도 충분하기에. 쓸데없이 긴 영화 좋아하시면 강추."
935,콰이어트 플레이스,3,개연성 진짜 개나줬나... 누가봐도 막내가 제일 위험한데 뒤쳐져있는 막내 한번 쳐다도안보고 앞만보고 걸어가다 죽음 노어이... 말이되냐? 진짜 이때부터 집중안되기 시작 그리고 못은 왜 개뜬금없이 계단 한가운데에 박혀있는데ㅋㅋㅋㅋ 옆에 고정하려다가 튀어나온 못이면 이해하겠는데 전혀 못이 필요 없는 위치잖아..하 정말 대충봐야 재미있는 영화
936,인비저블 게스트,9,사간가는줄 몰라요 재밌어요 인정!
937,뮬란,8,유역비 하나로 충분했다
938,캡틴 마블,9,재미지네요.퓨리와 캡틴마블의 캐미도 좋았어요.
939,더 드라이버,2,영점은 없나??..줜나열받내
940,랑종,8,앞부분이 좋았음 뒤는 조금어디서 본 느낌아주잔인해.징그러움.전체적으로 재미는있음  여러해석가능~
942,악질경찰,2,세월호팔이영화였네 어휴
943,니딩 유 : 고남과녀,10,너무너무 좋다 이런영화! 보기만해도 기분좋은 유덕화 정수문 콤비!천장지구 패러디도 너무 웃기고 유덕화 진짜 너무 귀엽고 알콩달콩한 스토리도 최고최고~
946,모가디슈,10,코로나 시국으루 영화관에서 못본게 아쉬워요ㅠㅠㅠ한번보고 너무 재미있어서부모님과 한번 더봤어요 두번보면서도 긴장하면서 봤어요 강추!!!연기를 다들 너무 잘하셔서 몰입도가 너무 좋아요
947,여타짜,4,"그나마 이채영씨 연기만 조금 나쁘지 않았고, 조연들 연기 수준은 한참 떨어지네요.솔까 저한테 딱 1주일만 주시면 이보다 나은 스토리 구상 충분 할 거 같습니다.원래 2점인데.. 다 끝나고 정말 충격 반전이 있어서 땡 값 쳐드립니다.To be continued 라니 ㅎㅎㅎ 정말이지 생각도 못한 반전 대박 코미디!!!"
948,돈 룩 업,10,끝까지 좋았던 영화. 재난영화지만 뻔하지않고 무거우면서도 가벼운.
949,스쿨 아웃 포에버,2,도대체 어떻게 되는건지 설명이 없다.
950,유체이탈자,10,간만에 정말 재미있게 본 영화.
951,경관의 피,6,최우식눈썹문신3일차
952,스파이더맨: 노 웨이 홈,7,"삼파이더맨 용으로 좋음, 그러나 나머지는 별로이다."
953,스파이더맨: 노 웨이 홈,10,너무재밌다 평점이 9가 넘는게 당연하다
954,아버지의 길,7,아버지 생각도 많이 나네요
955,씽2게더,10,노래두 넘 좋고 재밌게 잘봤습니다
956,어바웃 타임,10,이 걸 이제서야 봤다니 ㅠ 뭉클 가슴 따뜻한 영화
957,더 이퀄라이저 2,8,1편에서의 지능캐악당이 없었다는게 아쉽지만.. 충분히 재밌다
958,경관의 피,8,박강윤이란 인물의 정체가 스토리의 핵심인데 그 중대한 의문이 영화를 다 보고 난 후에도 여전히 남는다 도대체 왜 그렇게 하면서까지 범죄 수사에 목을 매는지 그리고 흑막의 정체와 의도 또한 이해하기 어렵다
959,해피 뉴 이어,2,진짜 기대 안하고 봐야하는영화 ..  스토리가  10대들이  좋아할 내용
960,벼랑 위의 포뇨,10,아이가 있을때 다시보니 다른 느낌이네요아주 재밌게 잘봤습니다.
961,구니스,8,보물선에 대한 동경
962,윤희에게,8,눈이 많이 내리는 일본 배경과 영화의 쓸쓸한 정서가 아름다운 조화를 이루었던것 같다. 과거 있었던 일에 대한 세세한 설명보다는 여백을 두어 등장인물들의 감정에 집중하게 하는 방식 또한 신선했다. 윤희에게는 배우는 것보다 남성과 결혼하는게 더 큰 성공이었던 시절을 산 여성들과 사회적 통념과 시선 때문에 누군가와 멀어져야만 했던 이들을 위한 잔잔한 위로같은 영화라고 하고 싶다.
963,아저씨,10,이 이상의 영화는 못찍는다.
964,경관의 피,10,조진웅배우님 역시 믿고 봅니다최고에요
965,그린 마일,10,"넷플릭스에서, 보고 온 사람 손들어!!"
966,스파이더맨: 노 웨이 홈,10,지극히 주관적인 지극히 감상적인 스파이더맨을 위한 스파이더맨에 의한 스파이더맨으로 인한 최고에 영화
967,경관의 피,10,#어쩔티비 #어쩔영화가 아닌 재밌었던 영화!
968,경관의 피,9,조진웅배우님 진짜×100 멋있어요. 네. 설렙니다. 후. 최우식배우님 한마리의 삐약이..같아요 조진웅배우님 너무잘생겼어요ㅠㅠ
969,경관의 피,6,그냥 그저 그런... 집에서 봐도 될 영화
970,경관의 피,2,보고왔는데 지루하네요우식이는안어울리네요역할이에효
971,봄날의 곰을 좋아하세요?,6,니가 너무 좋아. 봄날의 지하철 바퀴만큼
972,스파이더맨: 노 웨이 홈,10,잼있따 스빠이더맨 3파이더맨 나옴
973,크루엘라,1,"캐릭터는 매력적인데 뭔가 전개가 허술하고 유치하다,  작중에서 주인공이 보다 뛰어난 디자이너라고 세상에 어필하면서 복수를 준비하는 과정이 있는데 오그라드는 줄 알았다. 시대는 다르지만 악마는 프라다를 입는것처럼 세련됨이 느껴지지도 않고, 물랑루즈처럼 화려한 영상미가 주인공을 돋보여주는것도 아닌 그저 캐릭터만 내세운 영화"
974,남한산성,10,예전에는 조금 지루하다는 느낌이 있었으나 4년이 지난 지금 시점에는 다른 시각으로 느껴지네요 세월이 참 무섭네요ㅜㅜ
975,씽2게더,10,제가 본 영화중에 최고 중 최고입니다.. 씽2게더 씽은 못보고 씽2게더만 봐도 이해가 가고 겁나 재밌어요 강추입니다 게다가 메가박스에 MX관을 추천 거기는 서라운드이기 때문에 더욱 소리가 일반보다 커요 그리고 맨뒤에 앉아야 고개를 90도만 올려도 다 보인다는 점 (맨 앞가면 고개를 다 올려야 함)쨌든 이러므로 강추이고요 진짜 진짜 존잼입니다 .. 리얼 노래랑 막 다 한번 더 듣고 싶음.. 계속 보고 싶어서 미치겠네요 시즌3도 나왔음 하는 마음..ㅠㅠ
976,사도,10,오랜만에 다시 봤는데 너무너무 슬퍼요..ㅠㅠ폭풍눈물
977,고스트버스터즈 라이즈,2,여전히 부족한 추억팔이용 무비
978,부라더,8,가족이야기 좋아요 연기잘하세요
979,노트북,10,너무 여운이 남는 영화.
980,킹스맨: 퍼스트 에이전트,10,눈물 날뻔 했어요ㅠㅠㅠ
981,경관의 피,4,우식아 미안 ...근데 너무 지루해 그리고 배우분들 대사가 뭉개짐.. 라인업 미쳐서 봤는데 보다가 중간에 나왔어요  자막 필요할듯 사운드도 ㅂㄹ입니다
982,경관의 피,4,박희순 배우가 딕션이 이리 안 좋았나라는 생각이 들 정도로 박희순 배우의 대사가 너무 안 들렸어요… 다른 배우들은 그닥 아니었는데 유독 박희순 배우가 안 들렸어요
983,엔칸토: 마법의 세계,10,동심으로 돌아간 느낌이에요. 영상이 너무 이쁘고 감동적이에요..♡
986,스파이더맨: 노 웨이 홈,10,봐야지 머.. 방법이없었다. 어쨋든 실망은 안한다.
987,스파이더맨: 노 웨이 홈,2,스파이더맨 단독으로 흥행은 무리라는 걸 마블도 너무 잘아는듯. 악당을 그렇게 격고도 세컨챈스 운운하는게 답답했음.
988,이터널스,7,킨고 인도 춤추는 씬 다시보고 싶다.
990,기적,10,근래 한국 영화 중 최고로 뽑을 수 있을 듯 합니다.최고
991,모가디슈,10,류승완 감독님 보러갔다가 제대로 구며들어 버렸습니다...
992,맹크,4,영화 배경 지식이 없으면 따라가기 버거운..
993,연애 빠진 로맨스,10,스토리 전개 깔끔하니 좋아요
994,경관의 피,8,생각보다 재밋어요~!
995,경관의 피,10,"난 너무나 재미있게 봤고요~ 모든 배우들, 대사 잘 들리던데요~"
996,경관의 피,4,제목 바꿔라 관객의 피로....왜 갑자기 영화가 끝난건지 알수가 없다
997,더 울프 오브 월 스트리트,10,레오와 마틴스콜세지 조합의 끝판왕적당히 자극적이고 배우들의 연기는 적당하지 않게 끝내준다. 디카프리오 성인연기의 절정판. 월 스트리트의 원초적 욕망을 이 영화보다 잘 표현한 스토리가있는가
998,씽2게더,10,씽1도 재밌다고 생각했는데 나이먹고 보는데도 상상초월로 재밌었어요 연출 노래 영상미 너무 완벽함 ㅜ 1월이지만 올해 최고의 영화 드립니다 으허얻거
999,킹스맨: 퍼스트 에이전트,10,재밌당 얼렁 다음편이 기대됨
